age,race,sex,hours-per-week,native-country
25,White,Male,50,United-States
60,Black,Male,40,United-States
28,White,Female,40,United-States
21,White,Male,40,Mexico
40,Black,Female,40,United-States
29,Black,Male,40,United-States
20,White,Female,25,United-States
25,White,Male,80,United-States
18,White,Female,10,United-States
32,White,Male,35,United-States
27,Other,Male,35,Dominican-Republic
48,White,Female,16,United-States
20,White,Female,25,United-States
55,White,Female,40,England
33,White,Female,50,United-States
21,White,Female,12,United-States
43,White,Male,30,United-States
35,White,Male,40,United-States
39,White,Male,35,United-States
19,Asian-Pac-Islander,Female,40,United-States
25,Black,Female,40,United-States
44,White,Male,72,United-States
27,White,Male,40,United-States
39,White,Female,40,United-States
69,White,Male,40,United-States
34,Asian-Pac-Islander,Female,40,Philippines
20,White,Male,35,United-States
37,White,Female,40,United-States
43,White,Female,39,United-States
62,White,Male,48,United-States
34,Black,Female,40,United-States
31,White,Male,48,United-States
42,White,Female,60,United-States
26,White,Female,30,United-States
39,White,Female,75,United-States
25,White,Male,40,United-States
54,Black,Male,30,United-States
44,White,Male,60,United-States
34,White,Male,38,United-States
21,White,Male,40,United-States
50,White,Male,55,?
33,White,Male,40,United-States
40,White,Female,40,United-States
44,White,Male,40,United-States
33,White,Male,56,United-States
21,White,Male,40,United-States
35,Black,Female,60,United-States
43,White,Male,40,United-States
57,White,Male,30,United-States
51,White,Male,45,United-States
29,White,Male,40,United-States
51,Black,Male,40,United-States
35,White,Male,40,United-States
18,White,Male,20,United-States
58,White,Male,50,United-States
57,White,Male,40,United-States
19,White,Female,20,United-States
37,White,Female,40,United-States
38,White,Male,44,United-States
45,White,Female,40,United-States
27,Asian-Pac-Islander,Male,40,Cambodia
64,White,Female,40,United-States
38,White,Male,72,United-States
30,White,Male,30,United-States
46,White,Male,40,United-States
18,White,Female,30,United-States
60,White,Male,40,United-States
30,White,Male,44,United-States
47,Black,Male,40,United-States
39,White,Female,40,United-States
42,White,Male,45,United-States
27,White,Female,40,United-States
44,White,Male,40,United-States
33,White,Male,40,United-States
54,White,Male,50,United-States
58,White,Male,35,United-States
45,White,Male,30,United-States
59,White,Male,50,United-States
29,White,Female,50,United-States
27,White,Female,40,United-States
44,White,Male,20,United-States
44,White,Male,40,United-States
33,White,Male,70,United-States
27,White,Male,40,United-States
33,White,Male,55,United-States
55,Black,Female,40,United-States
32,Other,Male,60,United-States
31,White,Male,45,United-States
57,White,Male,60,United-States
30,White,Male,45,United-States
78,White,Female,1,United-States
28,White,Female,48,United-States
30,Asian-Pac-Islander,Male,40,South
29,White,Male,40,United-States
66,Black,Female,3,United-States
60,White,Male,45,United-States
31,White,Male,40,United-States
26,White,Male,40,United-States
24,White,Male,45,United-States
29,White,Male,50,United-States
44,White,Male,45,United-States
34,White,Male,55,United-States
59,White,Male,43,United-States
23,Asian-Pac-Islander,Male,24,United-States
23,White,Male,40,Philippines
55,Black,Female,35,United-States
39,White,Male,40,United-States
39,Black,Male,40,United-States
57,White,Male,75,United-States
35,White,Female,40,United-States
39,White,Male,48,United-States
47,White,Female,38,United-States
53,White,Male,50,United-States
23,Black,Male,25,United-States
35,White,Male,50,United-States
44,White,Female,40,United-States
28,White,Female,25,United-States
26,Asian-Pac-Islander,Female,40,Poland
23,White,Male,45,United-States
32,White,Male,25,Ireland
49,White,Male,50,United-States
36,White,Male,60,United-States
36,White,Female,36,United-States
41,Other,Male,40,United-States
21,Amer-Indian-Eskimo,Female,46,United-States
54,White,Male,40,United-States
43,Black,Female,40,United-States
35,White,Female,40,United-States
31,White,Male,50,United-States
46,Asian-Pac-Islander,Male,40,India
46,White,Female,40,United-States
56,White,Male,40,United-States
45,White,Female,1,United-States
21,White,Male,40,United-States
51,White,Male,50,United-States
47,White,Male,20,United-States
42,White,Male,40,Puerto-Rico
19,White,Female,30,United-States
25,White,Male,40,United-States
37,White,Male,60,United-States
35,Black,Male,40,United-States
40,White,Male,30,United-States
57,White,Male,15,United-States
38,White,Male,50,United-States
48,White,Female,38,United-States
34,White,Female,34,United-States
46,White,Male,40,United-States
30,White,Male,38,?
45,White,Male,50,United-States
32,White,Male,50,United-States
35,White,Male,48,United-States
62,White,Female,39,United-States
56,White,Male,40,United-States
50,White,Male,40,United-States
25,White,Male,40,United-States
41,Black,Male,33,United-States
35,White,Female,27,United-States
33,White,Male,41,United-States
38,White,Female,40,United-States
37,White,Male,40,United-States
56,White,Male,40,United-States
19,White,Male,32,United-States
31,White,Female,40,United-States
53,Other,Male,40,?
33,White,Male,35,Puerto-Rico
72,Black,Male,40,United-States
54,White,Male,50,United-States
30,White,Female,40,United-States
51,White,Male,40,United-States
30,White,Male,50,United-States
30,White,Male,50,United-States
32,Black,Male,16,United-States
30,White,Male,50,United-States
35,White,Male,40,United-States
40,White,Female,44,United-States
38,White,Female,40,United-States
19,White,Female,30,United-States
32,White,Male,44,United-States
49,White,Female,40,United-States
76,White,Male,10,United-States
60,White,Male,35,United-States
60,White,Male,40,United-States
55,White,Male,80,United-States
41,White,Female,30,?
24,White,Male,40,United-States
53,White,Male,60,United-States
69,White,Female,38,United-States
71,White,Male,30,United-States
41,White,Female,40,United-States
32,White,Female,40,United-States
45,White,Male,40,United-States
59,White,Male,40,United-States
31,White,Female,35,United-States
40,White,Female,37,United-States
44,White,Male,40,United-States
63,White,Female,60,United-States
31,White,Male,56,United-States
51,White,Male,20,United-States
51,Asian-Pac-Islander,Male,40,Philippines
23,White,Male,40,United-States
49,White,Male,48,United-States
56,White,Male,45,United-States
39,White,Male,40,United-States
39,White,Male,50,United-States
30,White,Female,40,United-States
43,White,Male,50,Germany
31,White,Male,50,United-States
44,White,Male,35,United-States
43,White,Male,30,United-States
37,White,Male,72,?
41,White,Male,46,United-States
43,White,Male,40,United-States
47,White,Male,40,United-States
38,White,Male,45,United-States
46,White,Male,40,United-States
19,White,Female,40,United-States
19,White,Male,50,Guatemala
24,White,Male,45,United-States
39,White,Male,65,United-States
37,White,Female,30,United-States
28,Black,Female,40,Germany
40,White,Male,40,United-States
27,White,Female,40,United-States
22,White,Female,40,United-States
21,White,Male,12,United-States
32,White,Female,40,United-States
20,White,Male,40,United-States
45,White,Male,48,United-States
46,White,Male,40,United-States
46,White,Female,45,United-States
26,White,Male,44,United-States
47,White,Male,60,United-States
22,White,Female,10,United-States
34,White,Male,60,United-States
49,White,Male,40,Portugal
20,White,Male,25,United-States
28,White,Male,45,United-States
30,Black,Male,40,United-States
23,White,Male,40,United-States
20,White,Male,40,Mexico
31,White,Male,55,Mexico
46,White,Male,40,Puerto-Rico
42,White,Female,40,United-States
60,White,Male,40,United-States
30,White,Male,50,United-States
27,White,Male,48,United-States
20,White,Female,32,United-States
56,White,Male,40,United-States
41,White,Male,60,United-States
61,White,Male,40,United-States
47,Black,Female,40,United-States
60,White,Male,37,United-States
33,White,Male,50,United-States
40,White,Female,25,United-States
48,White,Male,45,Canada
56,White,Male,40,United-States
50,White,Male,55,United-States
57,White,Male,40,United-States
20,Other,Female,40,United-States
46,White,Female,36,United-States
21,White,Female,40,United-States
37,White,Male,40,United-States
42,White,Male,40,United-States
20,White,Female,30,United-States
54,White,Male,50,United-States
32,White,Female,22,United-States
62,White,Female,1,United-States
50,White,Male,40,United-States
49,Black,Female,40,United-States
48,White,Male,50,United-States
24,Black,Female,40,United-States
46,Asian-Pac-Islander,Male,40,Philippines
42,White,Female,40,United-States
52,White,Male,40,United-States
58,Black,Female,40,United-States
37,Amer-Indian-Eskimo,Female,40,United-States
34,White,Male,40,United-States
26,White,Male,40,United-States
18,White,Female,20,United-States
33,Black,Male,40,United-States
41,White,Female,15,United-States
21,White,Female,20,United-States
23,White,Female,40,United-States
26,White,Female,40,United-States
33,White,Female,40,United-States
24,White,Female,45,United-States
43,Asian-Pac-Islander,Male,42,China
52,White,Female,40,England
27,Black,Female,40,United-States
61,White,Female,40,United-States
35,White,Male,40,United-States
35,White,Male,40,United-States
45,White,Male,55,United-States
43,White,Male,40,United-States
51,White,Male,40,United-States
35,White,Male,40,United-States
47,White,Male,45,Germany
22,White,Male,40,United-States
49,White,Male,60,United-States
20,White,Male,20,United-States
19,White,Female,40,United-States
27,White,Male,40,United-States
42,White,Female,45,United-States
27,White,Male,40,United-States
23,White,Male,35,United-States
20,White,Female,10,United-States
47,White,Male,50,United-States
17,Black,Male,18,United-States
76,White,Male,1,United-States
39,White,Female,40,United-States
25,White,Male,40,Mexico
31,Black,Female,43,United-States
44,Black,Male,20,Haiti
53,White,Male,40,United-States
34,White,Male,45,United-States
45,White,Male,60,United-States
34,White,Male,45,United-States
35,White,Male,40,United-States
36,White,Male,48,United-States
45,White,Female,45,United-States
37,White,Male,60,United-States
53,White,Male,40,United-States
35,White,Female,50,United-States
38,White,Male,70,?
65,White,Male,40,United-States
49,White,Male,70,United-States
24,White,Male,40,United-States
54,White,Male,40,United-States
17,White,Female,12,United-States
19,White,Male,16,United-States
60,White,Female,40,United-States
46,White,Male,35,United-States
78,White,Female,15,United-States
26,Black,Female,40,United-States
58,White,Male,38,Cuba
37,White,Male,55,United-States
41,White,Male,38,United-States
30,White,Male,40,United-States
19,White,Female,30,United-States
48,White,Male,60,Greece
22,White,Female,24,United-States
50,White,Male,60,?
25,White,Female,40,Guatemala
18,White,Male,6,United-States
21,White,Male,40,United-States
47,White,Male,50,United-States
33,Amer-Indian-Eskimo,Female,36,United-States
39,White,Male,40,United-States
67,White,Male,8,United-States
19,White,Male,24,United-States
18,White,Male,11,United-States
36,Black,Male,40,United-States
23,White,Male,25,United-States
25,White,Female,20,United-States
40,White,Male,40,?
73,White,Male,40,United-States
35,White,Male,40,United-States
31,White,Male,40,United-States
20,White,Male,40,United-States
20,White,Female,40,United-States
27,White,Male,40,Mexico
66,White,Male,30,United-States
66,White,Male,50,United-States
64,White,Female,35,United-States
