age,education,sex,relationship,marital-status,income
29,Assoc-acdm,Male,Husband,Married-civ-spouse,<=50K
39,Prof-school,Male,Husband,Married-civ-spouse,>50K
46,Some-college,Male,Husband,Married-civ-spouse,>50K
37,7th-8th,Male,Husband,Married-civ-spouse,<=50K
47,Masters,Male,Husband,Married-civ-spouse,>50K
62,Some-college,Male,Husband,Married-civ-spouse,<=50K
54,HS-grad,Male,Husband,Married-civ-spouse,<=50K
90,Some-college,Male,Not-in-family,Never-married,<=50K
33,Assoc-acdm,Male,Not-in-family,Married-spouse-absent,<=50K
57,Some-college,Male,Husband,Married-civ-spouse,<=50K
25,Assoc-acdm,Male,Own-child,Never-married,<=50K
44,Some-college,Male,Husband,Married-civ-spouse,>50K
52,Bachelors,Male,Not-in-family,Married-spouse-absent,<=50K
21,Some-college,Male,Own-child,Never-married,<=50K
31,HS-grad,Male,Unmarried,Never-married,<=50K
39,Masters,Male,Husband,Married-civ-spouse,<=50K
59,HS-grad,Female,Unmarried,Widowed,<=50K
29,HS-grad,Male,Husband,Married-civ-spouse,<=50K
49,7th-8th,Male,Other-relative,Never-married,<=50K
34,9th,Male,Husband,Married-civ-spouse,<=50K
22,Bachelors,Male,Not-in-family,Never-married,<=50K
32,Bachelors,Male,Husband,Married-civ-spouse,<=50K
39,HS-grad,Female,Unmarried,Divorced,<=50K
46,Masters,Male,Husband,Married-civ-spouse,<=50K
50,HS-grad,Male,Husband,Married-civ-spouse,>50K
34,HS-grad,Male,Not-in-family,Never-married,<=50K
28,Masters,Female,Wife,Married-civ-spouse,<=50K
18,12th,Female,Own-child,Never-married,<=50K
20,HS-grad,Male,Not-in-family,Never-married,<=50K
20,HS-grad,Female,Other-relative,Never-married,<=50K
55,Assoc-voc,Female,Not-in-family,Widowed,<=50K
22,Some-college,Female,Own-child,Never-married,<=50K
60,Masters,Male,Husband,Married-civ-spouse,<=50K
40,10th,Male,Not-in-family,Divorced,<=50K
47,Some-college,Female,Wife,Married-civ-spouse,<=50K
23,Bachelors,Female,Not-in-family,Never-married,<=50K
57,HS-grad,Female,Not-in-family,Widowed,<=50K
52,11th,Male,Husband,Married-civ-spouse,<=50K
42,7th-8th,Male,Unmarried,Widowed,<=50K
25,Assoc-acdm,Male,Own-child,Never-married,<=50K
49,HS-grad,Female,Wife,Married-civ-spouse,>50K
41,Some-college,Male,Own-child,Never-married,<=50K
40,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
38,Bachelors,Male,Husband,Married-civ-spouse,>50K
58,HS-grad,Male,Own-child,Never-married,<=50K
26,Bachelors,Female,Not-in-family,Never-married,<=50K
57,10th,Female,Other-relative,Divorced,<=50K
28,HS-grad,Male,Husband,Married-civ-spouse,<=50K
42,HS-grad,Female,Unmarried,Separated,<=50K
28,Some-college,Male,Not-in-family,Never-married,<=50K
17,9th,Male,Own-child,Never-married,<=50K
39,9th,Male,Husband,Married-civ-spouse,<=50K
28,HS-grad,Male,Husband,Married-civ-spouse,<=50K
42,HS-grad,Male,Husband,Married-civ-spouse,>50K
51,Some-college,Female,Unmarried,Divorced,<=50K
27,Some-college,Female,Not-in-family,Never-married,<=50K
41,HS-grad,Female,Unmarried,Divorced,<=50K
28,Bachelors,Male,Husband,Married-civ-spouse,<=50K
54,Some-college,Female,Unmarried,Divorced,>50K
73,HS-grad,Female,Not-in-family,Widowed,<=50K
49,HS-grad,Female,Wife,Married-civ-spouse,<=50K
47,Masters,Male,Husband,Married-civ-spouse,>50K
27,Some-college,Male,Husband,Married-civ-spouse,<=50K
42,Bachelors,Female,Wife,Married-civ-spouse,>50K
32,HS-grad,Female,Wife,Married-civ-spouse,<=50K
32,HS-grad,Male,Husband,Married-civ-spouse,<=50K
27,Masters,Male,Own-child,Never-married,<=50K
29,HS-grad,Male,Husband,Married-civ-spouse,>50K
22,Assoc-voc,Male,Not-in-family,Never-married,<=50K
41,HS-grad,Male,Husband,Married-civ-spouse,>50K
49,Some-college,Male,Husband,Married-civ-spouse,>50K
58,HS-grad,Male,Husband,Married-civ-spouse,<=50K
41,HS-grad,Male,Husband,Married-civ-spouse,>50K
26,9th,Male,Husband,Married-civ-spouse,<=50K
21,HS-grad,Male,Not-in-family,Never-married,<=50K
32,HS-grad,Female,Wife,Married-civ-spouse,>50K
37,Bachelors,Male,Husband,Married-civ-spouse,>50K
23,Bachelors,Male,Own-child,Never-married,<=50K
42,Some-college,Male,Husband,Married-civ-spouse,>50K
25,HS-grad,Male,Own-child,Married-civ-spouse,>50K
67,Some-college,Female,Not-in-family,Divorced,<=50K
41,HS-grad,Female,Not-in-family,Divorced,<=50K
49,Masters,Female,Wife,Married-civ-spouse,>50K
36,Bachelors,Female,Unmarried,Divorced,<=50K
18,11th,Male,Own-child,Never-married,<=50K
25,5th-6th,Male,Own-child,Married-civ-spouse,<=50K
43,Prof-school,Male,Not-in-family,Divorced,<=50K
38,Doctorate,Female,Wife,Married-civ-spouse,>50K
21,Some-college,Male,Own-child,Never-married,<=50K
65,Bachelors,Male,Husband,Married-civ-spouse,<=50K
66,Assoc-voc,Female,Not-in-family,Widowed,<=50K
33,11th,Male,Not-in-family,Never-married,<=50K
51,HS-grad,Female,Wife,Married-civ-spouse,<=50K
27,HS-grad,Male,Husband,Married-civ-spouse,<=50K
17,12th,Female,Own-child,Never-married,<=50K
32,Bachelors,Male,Husband,Married-civ-spouse,>50K
61,HS-grad,Female,Not-in-family,Widowed,<=50K
38,HS-grad,Male,Husband,Married-civ-spouse,>50K
43,Some-college,Female,Unmarried,Divorced,<=50K
40,Doctorate,Male,Husband,Married-civ-spouse,>50K
63,Bachelors,Male,Husband,Married-civ-spouse,<=50K
76,Some-college,Male,Husband,Married-civ-spouse,>50K
42,Assoc-acdm,Female,Unmarried,Divorced,<=50K
43,Bachelors,Male,Not-in-family,Never-married,>50K
76,Masters,Male,Husband,Married-civ-spouse,>50K
41,Prof-school,Male,Husband,Married-civ-spouse,>50K
17,10th,Male,Own-child,Never-married,<=50K
30,HS-grad,Male,Not-in-family,Never-married,<=50K
30,Bachelors,Male,Not-in-family,Never-married,<=50K
22,Some-college,Male,Not-in-family,Never-married,<=50K
53,Bachelors,Female,Other-relative,Divorced,<=50K
28,HS-grad,Female,Unmarried,Never-married,<=50K
25,Assoc-voc,Female,Own-child,Never-married,<=50K
24,Some-college,Female,Other-relative,Never-married,<=50K
47,10th,Male,Husband,Married-civ-spouse,>50K
34,Assoc-voc,Male,Not-in-family,Never-married,<=50K
26,Some-college,Female,Other-relative,Never-married,<=50K
63,Bachelors,Female,Not-in-family,Widowed,<=50K
25,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
28,Bachelors,Male,Not-in-family,Never-married,<=50K
36,HS-grad,Female,Not-in-family,Never-married,<=50K
24,Bachelors,Male,Not-in-family,Never-married,<=50K
51,Bachelors,Female,Wife,Married-civ-spouse,<=50K
44,Bachelors,Male,Husband,Married-civ-spouse,>50K
18,12th,Male,Own-child,Never-married,<=50K
54,Some-college,Male,Husband,Married-civ-spouse,>50K
61,Some-college,Female,Not-in-family,Divorced,<=50K
51,Bachelors,Male,Husband,Married-civ-spouse,>50K
43,7th-8th,Male,Husband,Married-civ-spouse,<=50K
51,HS-grad,Male,Husband,Married-civ-spouse,<=50K
50,HS-grad,Female,Wife,Married-civ-spouse,>50K
27,HS-grad,Female,Not-in-family,Never-married,<=50K
24,Some-college,Male,Husband,Married-civ-spouse,<=50K
20,Some-college,Male,Husband,Married-civ-spouse,<=50K
52,Bachelors,Male,Not-in-family,Divorced,>50K
57,7th-8th,Male,Not-in-family,Divorced,<=50K
49,Some-college,Male,Husband,Married-civ-spouse,<=50K
42,Bachelors,Female,Wife,Married-civ-spouse,<=50K
22,11th,Female,Not-in-family,Never-married,<=50K
38,Some-college,Male,Husband,Married-civ-spouse,>50K
21,Some-college,Female,Own-child,Never-married,<=50K
39,Bachelors,Male,Husband,Married-civ-spouse,>50K
52,Some-college,Female,Own-child,Never-married,<=50K
25,Assoc-acdm,Female,Own-child,Never-married,<=50K
50,Some-college,Female,Not-in-family,Married-spouse-absent,<=50K
35,Some-college,Male,Husband,Married-civ-spouse,<=50K
50,Assoc-voc,Female,Unmarried,Separated,<=50K
58,HS-grad,Male,Husband,Married-civ-spouse,<=50K
48,Bachelors,Male,Not-in-family,Divorced,<=50K
30,Some-college,Female,Not-in-family,Divorced,<=50K
18,11th,Male,Own-child,Never-married,<=50K
29,HS-grad,Male,Husband,Married-civ-spouse,<=50K
52,Some-college,Male,Husband,Married-civ-spouse,<=50K
63,HS-grad,Male,Husband,Married-civ-spouse,<=50K
36,Masters,Female,Wife,Married-civ-spouse,>50K
24,Some-college,Female,Own-child,Never-married,<=50K
30,Assoc-acdm,Male,Not-in-family,Never-married,<=50K
23,HS-grad,Male,Husband,Married-civ-spouse,<=50K
35,HS-grad,Female,Unmarried,Divorced,<=50K
21,Bachelors,Female,Own-child,Never-married,<=50K
28,Some-college,Male,Not-in-family,Never-married,<=50K
20,HS-grad,Male,Own-child,Never-married,<=50K
18,11th,Male,Own-child,Never-married,<=50K
21,Some-college,Female,Own-child,Never-married,<=50K
27,HS-grad,Male,Not-in-family,Never-married,<=50K
42,Some-college,Female,Not-in-family,Divorced,<=50K
21,Some-college,Female,Own-child,Never-married,<=50K
51,Some-college,Male,Husband,Married-civ-spouse,>50K
27,Bachelors,Female,Not-in-family,Never-married,<=50K
23,HS-grad,Male,Own-child,Never-married,<=50K
57,Some-college,Male,Husband,Married-civ-spouse,>50K
22,Bachelors,Female,Own-child,Never-married,<=50K
59,9th,Male,Husband,Married-civ-spouse,>50K
38,HS-grad,Male,Not-in-family,Divorced,<=50K
20,HS-grad,Male,Other-relative,Never-married,<=50K
90,9th,Female,Not-in-family,Never-married,<=50K
35,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
50,HS-grad,Male,Husband,Married-civ-spouse,>50K
45,Doctorate,Male,Husband,Married-civ-spouse,>50K
44,Masters,Male,Husband,Married-civ-spouse,>50K
23,Assoc-acdm,Male,Own-child,Never-married,<=50K
34,11th,Male,Husband,Married-civ-spouse,<=50K
23,Bachelors,Female,Not-in-family,Divorced,<=50K
39,Some-college,Male,Husband,Married-civ-spouse,<=50K
19,Some-college,Male,Not-in-family,Never-married,<=50K
54,Some-college,Male,Husband,Married-civ-spouse,>50K
40,Masters,Male,Not-in-family,Divorced,<=50K
44,Some-college,Male,Own-child,Never-married,<=50K
31,Some-college,Female,Wife,Married-civ-spouse,>50K
25,9th,Male,Other-relative,Separated,<=50K
33,Bachelors,Female,Wife,Married-civ-spouse,>50K
32,HS-grad,Male,Not-in-family,Never-married,<=50K
36,10th,Male,Husband,Married-civ-spouse,<=50K
47,Some-college,Male,Husband,Married-civ-spouse,>50K
80,Masters,Female,Not-in-family,Widowed,<=50K
21,Some-college,Female,Own-child,Never-married,<=50K
35,Some-college,Male,Husband,Married-civ-spouse,<=50K
77,Masters,Male,Not-in-family,Divorced,<=50K
30,HS-grad,Male,Husband,Married-civ-spouse,<=50K
35,HS-grad,Male,Husband,Married-civ-spouse,<=50K
49,7th-8th,Male,Husband,Married-civ-spouse,<=50K
33,HS-grad,Female,Wife,Married-civ-spouse,<=50K
53,Some-college,Male,Husband,Married-civ-spouse,<=50K
41,HS-grad,Male,Unmarried,Divorced,<=50K
57,Bachelors,Male,Husband,Married-civ-spouse,>50K
21,Some-college,Female,Own-child,Never-married,<=50K
19,Some-college,Female,Own-child,Never-married,<=50K
28,Bachelors,Female,Own-child,Never-married,<=50K
42,Masters,Male,Not-in-family,Divorced,<=50K
29,Some-college,Male,Husband,Married-civ-spouse,<=50K
38,Assoc-voc,Female,Unmarried,Separated,<=50K
26,Some-college,Male,Own-child,Never-married,<=50K
41,Some-college,Male,Unmarried,Never-married,>50K
40,Some-college,Female,Not-in-family,Divorced,<=50K
36,Doctorate,Male,Not-in-family,Never-married,>50K
28,HS-grad,Male,Husband,Married-civ-spouse,<=50K
25,Bachelors,Female,Not-in-family,Never-married,<=50K
42,HS-grad,Male,Husband,Married-civ-spouse,<=50K
32,HS-grad,Male,Own-child,Never-married,<=50K
32,Assoc-acdm,Male,Own-child,Never-married,<=50K
37,5th-6th,Male,Husband,Married-civ-spouse,<=50K
39,HS-grad,Male,Husband,Married-civ-spouse,<=50K
49,Bachelors,Male,Husband,Married-civ-spouse,<=50K
28,HS-grad,Male,Not-in-family,Never-married,<=50K
24,9th,Female,Own-child,Never-married,<=50K
19,HS-grad,Female,Not-in-family,Never-married,<=50K
31,HS-grad,Male,Husband,Married-civ-spouse,<=50K
40,HS-grad,Female,Not-in-family,Divorced,<=50K
29,7th-8th,Male,Own-child,Never-married,<=50K
59,HS-grad,Male,Husband,Married-civ-spouse,<=50K
52,Assoc-acdm,Male,Husband,Married-civ-spouse,>50K
27,Bachelors,Male,Own-child,Never-married,<=50K
45,Bachelors,Male,Husband,Married-civ-spouse,>50K
58,Bachelors,Male,Husband,Married-civ-spouse,<=50K
53,Bachelors,Male,Own-child,Never-married,<=50K
23,HS-grad,Male,Own-child,Never-married,<=50K
35,11th,Male,Other-relative,Divorced,<=50K
49,HS-grad,Male,Husband,Married-civ-spouse,<=50K
49,Assoc-acdm,Female,Not-in-family,Divorced,<=50K
25,12th,Male,Not-in-family,Never-married,<=50K
47,Masters,Female,Unmarried,Divorced,>50K
28,Assoc-acdm,Female,Not-in-family,Divorced,<=50K
20,Some-college,Female,Not-in-family,Never-married,<=50K
74,5th-6th,Male,Husband,Married-civ-spouse,<=50K
19,HS-grad,Male,Own-child,Never-married,<=50K
28,HS-grad,Male,Husband,Married-civ-spouse,<=50K
31,Some-college,Female,Unmarried,Divorced,<=50K
61,Some-college,Male,Not-in-family,Married-spouse-absent,<=50K
30,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
20,Some-college,Male,Own-child,Never-married,<=50K
35,7th-8th,Male,Husband,Married-civ-spouse,>50K
23,Bachelors,Male,Own-child,Never-married,<=50K
25,Bachelors,Female,Wife,Married-civ-spouse,>50K
19,HS-grad,Male,Own-child,Never-married,<=50K
30,Masters,Male,Not-in-family,Never-married,>50K
26,HS-grad,Male,Own-child,Never-married,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,<=50K
49,Bachelors,Female,Unmarried,Divorced,<=50K
35,Some-college,Male,Husband,Married-civ-spouse,<=50K
38,HS-grad,Female,Own-child,Never-married,<=50K
36,HS-grad,Male,Husband,Married-civ-spouse,<=50K
33,HS-grad,Male,Husband,Married-civ-spouse,>50K
54,Some-college,Female,Not-in-family,Never-married,<=50K
19,HS-grad,Male,Own-child,Never-married,<=50K
18,10th,Male,Own-child,Never-married,<=50K
60,HS-grad,Male,Husband,Married-civ-spouse,<=50K
28,HS-grad,Male,Own-child,Never-married,<=50K
43,HS-grad,Male,Husband,Married-civ-spouse,<=50K
49,5th-6th,Male,Husband,Married-civ-spouse,<=50K
25,Bachelors,Male,Own-child,Never-married,<=50K
17,10th,Male,Own-child,Never-married,<=50K
41,Bachelors,Male,Husband,Married-civ-spouse,>50K
30,Some-college,Male,Husband,Married-civ-spouse,<=50K
90,Masters,Male,Husband,Married-civ-spouse,>50K
25,HS-grad,Male,Other-relative,Never-married,<=50K
27,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
29,HS-grad,Male,Husband,Married-civ-spouse,<=50K
55,Some-college,Male,Husband,Married-civ-spouse,>50K
31,Bachelors,Female,Not-in-family,Never-married,<=50K
43,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
63,Masters,Female,Not-in-family,Separated,>50K
46,7th-8th,Male,Husband,Married-civ-spouse,<=50K
59,HS-grad,Male,Husband,Married-civ-spouse,<=50K
42,Bachelors,Female,Wife,Married-civ-spouse,>50K
26,Bachelors,Female,Not-in-family,Never-married,<=50K
26,Some-college,Male,Husband,Married-civ-spouse,<=50K
20,Some-college,Female,Own-child,Never-married,<=50K
19,HS-grad,Female,Not-in-family,Never-married,<=50K
61,9th,Male,Not-in-family,Divorced,>50K
23,HS-grad,Male,Husband,Married-civ-spouse,<=50K
24,HS-grad,Female,Wife,Married-civ-spouse,<=50K
35,Bachelors,Male,Unmarried,Divorced,>50K
42,HS-grad,Male,Husband,Married-civ-spouse,<=50K
31,12th,Female,Unmarried,Divorced,<=50K
31,HS-grad,Female,Wife,Married-civ-spouse,<=50K
63,Bachelors,Female,Not-in-family,Widowed,<=50K
29,Assoc-voc,Female,Not-in-family,Never-married,<=50K
43,Bachelors,Male,Husband,Married-civ-spouse,<=50K
22,Bachelors,Female,Not-in-family,Never-married,<=50K
17,11th,Male,Own-child,Never-married,<=50K
23,Bachelors,Male,Own-child,Never-married,>50K
35,9th,Male,Not-in-family,Divorced,<=50K
32,HS-grad,Female,Unmarried,Divorced,<=50K
50,Bachelors,Male,Husband,Married-civ-spouse,>50K
25,HS-grad,Male,Other-relative,Never-married,<=50K
26,Masters,Female,Not-in-family,Married-spouse-absent,<=50K
32,Bachelors,Male,Husband,Married-civ-spouse,<=50K
29,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
57,Some-college,Male,Husband,Married-civ-spouse,>50K
90,Masters,Male,Not-in-family,Never-married,>50K
35,Assoc-voc,Female,Unmarried,Divorced,>50K
31,Some-college,Male,Husband,Married-civ-spouse,>50K
60,HS-grad,Female,Not-in-family,Divorced,<=50K
21,Assoc-voc,Female,Other-relative,Married-civ-spouse,<=50K
71,Masters,Female,Not-in-family,Widowed,<=50K
22,Assoc-voc,Male,Own-child,Never-married,<=50K
50,HS-grad,Female,Not-in-family,Divorced,<=50K
37,Some-college,Male,Husband,Married-civ-spouse,>50K
23,HS-grad,Female,Own-child,Never-married,<=50K
74,HS-grad,Male,Husband,Married-civ-spouse,<=50K
67,Some-college,Male,Husband,Married-civ-spouse,<=50K
59,Some-college,Male,Husband,Married-civ-spouse,>50K
28,HS-grad,Male,Husband,Married-civ-spouse,<=50K
45,HS-grad,Male,Husband,Married-civ-spouse,<=50K
63,Some-college,Male,Husband,Married-civ-spouse,<=50K
39,Bachelors,Female,Not-in-family,Never-married,<=50K
33,Some-college,Female,Unmarried,Divorced,<=50K
32,Bachelors,Male,Not-in-family,Never-married,<=50K
34,Bachelors,Male,Husband,Married-civ-spouse,>50K
39,HS-grad,Male,Other-relative,Never-married,<=50K
29,Masters,Male,Husband,Married-civ-spouse,<=50K
22,HS-grad,Male,Husband,Married-civ-spouse,<=50K
53,Bachelors,Female,Not-in-family,Divorced,>50K
46,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
51,Some-college,Female,Wife,Married-civ-spouse,>50K
44,Prof-school,Female,Not-in-family,Divorced,<=50K
56,HS-grad,Female,Not-in-family,Divorced,<=50K
27,Bachelors,Female,Own-child,Never-married,<=50K
52,9th,Female,Not-in-family,Married-spouse-absent,<=50K
39,Bachelors,Male,Not-in-family,Never-married,>50K
45,Some-college,Male,Husband,Married-civ-spouse,>50K
37,Some-college,Male,Husband,Married-civ-spouse,<=50K
33,HS-grad,Male,Own-child,Divorced,<=50K
35,HS-grad,Female,Not-in-family,Never-married,<=50K
46,5th-6th,Female,Wife,Married-civ-spouse,<=50K
35,12th,Female,Wife,Married-civ-spouse,<=50K
33,HS-grad,Male,Husband,Married-civ-spouse,<=50K
48,Bachelors,Male,Husband,Married-civ-spouse,<=50K
32,HS-grad,Male,Own-child,Divorced,<=50K
18,10th,Male,Own-child,Never-married,<=50K
20,Some-college,Female,Own-child,Never-married,<=50K
35,HS-grad,Male,Own-child,Never-married,<=50K
19,HS-grad,Female,Own-child,Never-married,<=50K
21,HS-grad,Female,Own-child,Never-married,<=50K
56,11th,Female,Not-in-family,Separated,<=50K
28,Bachelors,Female,Own-child,Never-married,<=50K
45,HS-grad,Female,Unmarried,Divorced,<=50K
32,Assoc-voc,Female,Wife,Married-civ-spouse,<=50K
44,Bachelors,Male,Husband,Married-civ-spouse,<=50K
55,HS-grad,Male,Husband,Married-civ-spouse,>50K
34,Some-college,Male,Husband,Married-civ-spouse,>50K
33,Masters,Male,Husband,Married-civ-spouse,>50K
36,Bachelors,Male,Own-child,Never-married,<=50K
25,HS-grad,Female,Own-child,Never-married,<=50K
28,Bachelors,Male,Not-in-family,Never-married,<=50K
39,Bachelors,Male,Husband,Married-civ-spouse,>50K
53,10th,Female,Not-in-family,Married-spouse-absent,<=50K
47,HS-grad,Female,Not-in-family,Divorced,<=50K
49,Assoc-voc,Male,Not-in-family,Divorced,<=50K
22,HS-grad,Male,Own-child,Never-married,<=50K
31,Some-college,Male,Other-relative,Never-married,<=50K
44,Some-college,Male,Unmarried,Divorced,<=50K
19,HS-grad,Male,Own-child,Never-married,<=50K
37,HS-grad,Male,Not-in-family,Divorced,<=50K
60,HS-grad,Male,Not-in-family,Widowed,<=50K
23,Some-college,Male,Own-child,Never-married,<=50K
44,Prof-school,Male,Husband,Married-civ-spouse,>50K
54,HS-grad,Female,Wife,Married-civ-spouse,<=50K
23,HS-grad,Male,Husband,Married-civ-spouse,<=50K
21,Some-college,Female,Own-child,Never-married,<=50K
19,Some-college,Male,Own-child,Never-married,<=50K
51,Bachelors,Male,Husband,Married-civ-spouse,>50K
41,Bachelors,Male,Husband,Married-civ-spouse,>50K
61,Some-college,Male,Husband,Married-civ-spouse,>50K
19,10th,Female,Unmarried,Married-spouse-absent,<=50K
22,Bachelors,Male,Own-child,Never-married,<=50K
22,HS-grad,Female,Not-in-family,Never-married,<=50K
49,7th-8th,Male,Husband,Married-civ-spouse,<=50K
35,10th,Male,Not-in-family,Divorced,<=50K
38,Some-college,Male,Husband,Married-civ-spouse,<=50K
29,HS-grad,Male,Husband,Married-civ-spouse,>50K
56,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
41,Some-college,Female,Not-in-family,Divorced,<=50K
62,Masters,Male,Husband,Married-civ-spouse,>50K
27,HS-grad,Male,Own-child,Never-married,<=50K
55,HS-grad,Female,Not-in-family,Divorced,<=50K
25,HS-grad,Male,Not-in-family,Never-married,<=50K
33,Bachelors,Male,Husband,Married-civ-spouse,>50K
26,HS-grad,Female,Not-in-family,Never-married,<=50K
43,HS-grad,Male,Not-in-family,Divorced,<=50K
53,Masters,Male,Husband,Married-civ-spouse,>50K
43,Bachelors,Female,Not-in-family,Divorced,<=50K
56,HS-grad,Male,Unmarried,Divorced,<=50K
25,Bachelors,Male,Husband,Married-civ-spouse,<=50K
60,Masters,Male,Other-relative,Divorced,<=50K
28,Some-college,Female,Not-in-family,Never-married,<=50K
21,HS-grad,Male,Unmarried,Never-married,<=50K
40,Bachelors,Female,Unmarried,Never-married,<=50K
29,HS-grad,Male,Husband,Married-civ-spouse,<=50K
